Interactor A,Interactor B,Confidence Value
P12956,Q96T58,0.63
Q92540,Q9NSC2,0.63
O75533,O95400,0.63
P17931,O00330,0.63
P26599,Q92879,0.63
P50402,O14654,0.63
P12956,Q15459,0.63
Q9HCJ0,Q92858,0.63
Q92540,Q04724,0.63
Q15910,P19544,0.63
O75533,Q8NFG4,0.63
P17931,Q9UMS4,0.63
P06454,P40337,0.63
Q13029,Q06787,0.63
Q9UQC2,Q9NYF3,0.63
Q9HCJ0,Q5TC82,0.63
P50750,Q92785,0.63
P17931,Q5T3F8,0.63
P06454,P52655,0.63
P50402,Q04721,0.63
P12956,P25685,0.63
Q9UQC2,Q9Y296,0.63
O43715,P80188,0.63
P55957,Q9BXF6,0.63
P09012,Q96AE4,0.63
P50750,Q9NYB0,0.63
Q15910,Q70EK8,0.63
O75533,P62805,0.63
P17931,Q96BD0,0.63
P06454,Q9NZQ7,0.63
P50402,P61011,0.63
P12956,Q15648,0.63
O60829,Q9NP73,0.63
P01130,Q9NSI5,0.63
Q8WV28,Q6ZS10,0.63
Q99523,Q92783,0.63
O14519,O43189,0.63
Q15910,Q9P275,0.63
P50402,Q86Y07,0.63
P12956,Q9P2N5,0.63
O60829,Q9Y3U8,0.63
Q01081,Q15019,0.63
O75533,Q16666,0.63
Q06609,Q15843,0.63
P50402,Q9Y6I9,0.63
P06401,Q15233,0.63
P12956,Q9P2D1,0.63
O60829,O60547,0.63
P17931,O00116,0.63
Q01081,Q9HCE7,0.63
P51587,P04040,0.63
P06748,Q86TG7,0.63
Q99523,P51784,0.63
P06401,P14923,0.63
P12956,O60231,0.63
O60829,P04181,0.63
P17931,P35270,0.63
P51587,Q99973,0.63
P06748,Q9BU76,0.63
Q96AC1,Q8N144,0.63
Q15691,P0CI01,0.63
Q96AC1,P84095,0.63
P19634,P61019,0.63
Q15691,Q49MG5,0.63
Q06609,Q4VXA5,0.63
P50402,Q8N511,0.63
O60829,P62266,0.63
Q01081,Q13263,0.63
P30281,P50549,0.63
O96017,Q86VZ1,0.63
Q96AC1,Q9H3Z4,0.63
P19634,P78423,0.63
Q15691,Q9P265,0.63
P50402,Q9Y4P3,0.63
O60829,P36578,0.63
P17931,Q96PE5,0.63
Q96B02,O15344,0.63
P30281,Q9BVG8,0.63
Q15691,P22681,0.63
P50402,Q9BU23,0.63
O60829,Q03393,0.63
P02549,P08865,0.63
P09038,P16871,0.63
Q6VMQ6,P09429,0.63
P62826,Q96Q27,0.63
P04626,P50570,0.63
P05067,P34932,0.63
P08263,P62258,0.63
P11912,Q9BSR8,0.63
Q9UBU9,O14980,0.63
P02549,Q9NQT4,0.63
P04626,Q9P035,0.63
O60741,Q8WVV4,0.63
Q96T88,Q15185,0.63
P11912,Q9UHE5,0.63
Q9UBU9,P49023,0.63
O14936,Q8NHV4,0.63
P62826,Q9NQC7,0.63
P04626,Q9UBM7,0.63
O60741,P02787,0.63
Q15691,Q96CK0,0.63
Q86UX7,P01106,0.63
P11912,Q96HH6,0.63
Q9UBU9,O00459,0.63
O14936,O00559,0.63
P04626,P49336,0.63
Q8IV16,Q8IXK2,0.63
Q15691,Q9H4M7,0.63
P11912,Q96DZ7,0.63
Q9UBU9,Q8NBP7,0.63
Q8IV16,Q8IWU6,0.63
Q6VMQ6,Q9H1H9,0.63
P11912,Q8N661,0.63
Q9UBU9,Q8N7R7,0.63
P12931,P23759,0.63
Q13451,O60885,0.63
P04626,P29323,0.63
Q8IV16,P22607,0.63
Q6VMQ6,Q01844,0.63
P11912,O60353,0.63
Q9UBU9,P09234,0.63
P12931,P20774,0.63
Q8IV16,Q92824,0.63
Q6VMQ6,P41235,0.63
O95292,Q8N5M9,0.63
Q9UBU9,Q9UPQ9,0.63
P12931,Q14194,0.63
P61073,Q9NRS4,0.63
P15941,Q9NZ01,0.63
O95718,P04406,0.63
P52926,P49916,0.63
Q8NI22,Q13561,0.63
O95292,Q9H1X3,0.63
Q92945,Q14999,0.63
P15941,P19397,0.63
Q16576,O75531,0.63
O95718,P42677,0.63
P09429,Q5T3J3,0.63
O95292,P60468,0.63
Q9UBU9,Q9H6K4,0.63
P84022,P09936,0.63
P15941,Q8TAC9,0.63
O95718,Q8IXB1,0.63
O14686,O95714,0.63
O95292,P63000,0.63
P40259,P13498,0.63
Q9UBU9,P36508,0.63
Q9NR28,P11310,0.63
Q92945,Q9H444,0.63
O14686,Q14938,0.63
Q9UBU9,O15126,0.63
Q9H816,P62805,0.63
Q92945,P01106,0.63
P62318,P52272,0.63
Q96FI4,Q96E29,0.63
O14686,Q99581,0.63
Q9UBU9,O00151,0.63
P62318,Q7Z6Z7,0.63
Q96FI4,Q07021,0.63
Q16576,Q676U5,0.63
P14921,P49848,0.63
Q9UBU9,Q9H246,0.63
Q9UMR2,Q3I5F7,0.63
P62318,Q9NQC7,0.63
Q96FI4,Q9NUL7,0.63
Q16576,Q13127,0.63
Q15910,Q9Y2U9,0.63
P98170,Q9BZR9,0.63
Q9UBU9,Q9Y6Q6,0.63
Q9UMR2,Q969J5,0.63
Q96FI4,Q6PK04,0.63
P20823,P35222,0.63
P98170,Q9GZN4,0.63
P30260,P00519,0.63
Q9UBU9,P46109,0.63
Q13188,P08708,0.63
Q9UMR2,Q9NUM3,0.63
Q96GU1,Q7Z2X7,0.63
P62318,Q9UDW3,0.63
Q96FI4,P61513,0.63
P62877,Q9H2C0,0.63
Q15910,Q12905,0.63
P20823,P63104,0.63
Q9UBU9,Q9H765,0.63
Q13188,P05090,0.63
Q99075,P04150,0.63
Q96FI4,Q8N8A6,0.63
P52597,P38159,0.63
Q9UBU9,Q8TEY5,0.63
P49005,Q68CJ6,0.63
P52926,Q02086,0.63
Q9UPR3,Q8IZH2,0.63
Q96FI4,Q13084,0.63
P05067,Q9NR11,0.63
Q15910,Q15393,0.63
Q16543,Q9H254,0.63
Q9UBU9,Q96CW5,0.63
Q02413,P23258,0.63
Q96FI4,Q9Y676,0.63
Q15910,P53618,0.63
Q12905,Q9Y265,0.63
Q15596,P10589,0.63
Q01831,Q9Y3M2,0.63
Q9UBU9,P48681,0.63
P09429,P19320,0.63
Q92540,Q5PRF9,0.63
P05067,Q8N9K5,0.63
Q12905,Q9H9B4,0.63
Q15596,Q9NP73,0.63
P29083,Q13889,0.63
Q02413,Q9NRD1,0.63
P09429,P26368,0.63
P05067,Q9GZU2,0.63
Q15910,Q14331,0.63
P49768,P35498,0.63
Q12905,Q07020,0.63
O95644,Q13547,0.63
Q96DE5,Q96A44,0.63
Q16543,P68363,0.63
Q92540,Q96LI5,0.63
O95644,Q13363,0.63
Q15910,P49959,0.63
Q12905,Q9BYN8,0.63
Q13469,Q9UII4,0.63
Q07955,Q9H0R8,0.63
Q16543,P28676,0.63
Q9UBU9,P16591,0.63
P09429,Q9C0B5,0.63
O95644,Q9UKS7,0.63
Q15910,P10451,0.63
Q07955,P52272,0.63
Q9UBU9,P57772,0.63
P53999,Q92733,0.63
Q01094,P10275,0.63
P09429,O95994,0.63
P15927,P51149,0.63
O95644,Q9UHJ6,0.63
Q15910,P30153,0.63
Q12905,Q9Y221,0.63
Q9UBU9,Q14807,0.63
Q13469,P17028,0.63
P06400,O00757,0.63
Q15910,Q9Y2W2,0.63
P06748,P01730,0.63
Q07955,Q8NFZ5,0.63
Q9UBU9,A6NIH7,0.63
P01137,P78371,0.63
P52799,P78310,0.63
P15927,Q86UK7,0.63
Q13469,Q9Y266,0.63
P06400,Q9UIH9,0.63
Q15910,P11473,0.63
Q07955,Q9ULX6,0.63
Q9UBU9,P04908,0.63
P01137,Q14192,0.63
P52799,Q9P2W7,0.63
P09012,P07711,0.63
Q13469,Q86YP4,0.63
Q15910,Q9Y5Q8,0.63
P06454,P06493,0.63
Q07955,Q9Y3U8,0.63
Q9UBU9,P35573,0.63
P01137,Q15365,0.63
P52597,P55854,0.63
Q9UHB7,Q86UY6,0.63
P15927,P14868,0.63
Q15910,Q96ST2,0.63
P06454,P61604,0.63
P06748,O75147,0.63
Q07955,Q9NWB6,0.63
P50750,Q14012,0.63
Q9UBU9,Q9BVK6,0.63
P01137,P62750,0.63
Q8WYP5,Q96PE5,0.63
P52597,Q8IV38,0.63
P36578,P18077,0.63
Q13469,P35244,0.63
Q9UHB7,Q14562,0.63
P15927,P35226,0.63
Q15910,Q8TEM1,0.63
P35236,Q9H4B6,0.63
Q14653,Q9Y6M4,0.63
P06748,P46937,0.63
Q07955,Q8N684,0.63
P50750,P14136,0.63
Q9UBU9,Q96HU1,0.63
P01137,P27824,0.63
Q8WYP5,Q15058,0.63
P52597,Q12873,0.63
P36578,Q8TDD1,0.63
Q9C0C7,Q9UKB1,0.63
Q15910,Q9NRL2,0.63
P35236,P67775,0.63
Q9UBU9,O15226,0.63
P50402,Q9UK17,0.63
P36578,Q9H8H2,0.63
Q9C0C7,Q8TB96,0.63
P36578,O95084,0.63
Q15910,Q9BQG0,0.63
Q06609,O60701,0.63
P06748,Q8WVJ2,0.63
P50750,P55036,0.63
Q9UBU9,Q9ULM3,0.63
Q07889,P04629,0.63
P36578,Q6IQ21,0.63
P36578,Q9NRC8,0.63
Q15910,Q96RE7,0.63
P06748,Q9NQW6,0.63
P13010,Q9NRC8,0.63
P50750,P12814,0.63
Q9UBU9,Q07820,0.63
P50402,Q96EP0,0.63
O95149,P62308,0.63
Q9UJX6,P17980,0.63
Q15910,Q9BY44,0.63
P06748,P41002,0.63
P13010,P00533,0.63
P50750,P59998,0.63
P50402,P62753,0.63
P02549,P60484,0.63
P05386,P62841,0.63
P36578,P62258,0.63
P05107,P48509,0.63
P13010,Q16763,0.63
P50750,Q9NYL9,0.63
Q9UBU9,O95453,0.63
P52597,Q13363,0.63
P05386,Q9NQ92,0.63
P36578,P12755,0.63
P13010,P53007,0.63
P50750,P23528,0.63
P37173,Q9H0U3,0.63
P50402,Q9BYN7,0.63
P52597,Q5J8M3,0.63
P36578,Q9BZZ5,0.63
O14713,P68104,0.63
P49790,O96013,0.63
P50750,P46087,0.63
P22059,P49585,0.63
Q92913,P46777,0.63
P50402,O15400,0.63
P52597,Q5TC82,0.63
Q9UJX4,Q9H444,0.63
Q9Y6H6,Q14156,0.63
P49790,P33778,0.63
P13010,Q96HY6,0.63
P50750,P46779,0.63
Q15004,O15371,0.63
Q92913,Q15572,0.63
P50402,Q96RQ1,0.63
P12931,P78345,0.63
P36578,O00571,0.63
Q9Y6H6,Q14849,0.63
P13010,Q9UL15,0.63
P50750,P07737,0.63
Q15004,P22061,0.63
Q86WV6,Q8TDD1,0.63
Q92913,Q8IWX8,0.63
P50402,P60763,0.63
O75506,Q8N4F7,0.63
P36578,Q9H1X3,0.63
P62877,O43312,0.63
P12956,Q9BTW9,0.63
P50750,P67936,0.63
Q15004,Q16778,0.63
P50402,P49116,0.63
Q12905,O75478,0.63
P24928,O94913,0.63
Q9UJX3,O60885,0.63
P36578,Q6UY01,0.63
P62877,Q13148,0.63
Q9Y6H6,P35453,0.63
Q9UBU9,Q9C0B1,0.63
Q15004,Q9Y3C6,0.63
Q12905,P31943,0.63
P36578,O00182,0.63
Q9Y6H6,P53350,0.63
Q9UBU9,O60885,0.63
P12956,Q9NPJ4,0.63
Q15004,Q09161,0.63
Q9HCJ0,P50993,0.63
Q13451,Q9Y4E8,0.63
Q12905,P55854,0.63
Q13542,P62310,0.63
P04271,Q9ULJ3,0.63
Q9NT62,Q05925,0.63
P36578,O95376,0.63
P62877,P05141,0.63
Q9Y6H6,Q86Y07,0.63
P22059,P04629,0.63
P12956,P16284,0.63
O14519,O60264,0.63
Q15004,P12270,0.63
Q9HCJ0,P33981,0.63
Q92945,Q96ST3,0.63
Q12905,P38398,0.63
Q9Y4P1,P48730,0.63
P62877,P61978,0.63
Q9Y6H6,Q9UH62,0.63
P22059,P04150,0.63
P41208,P35606,0.63
Q15004,P61254,0.63
O43715,P34932,0.63
Q12905,Q15365,0.63
P12931,Q01968,0.63
P04271,Q8N3E9,0.63
P05386,Q9H840,0.63
P62877,P62917,0.63
Q9Y6H6,Q13873,0.63
O96017,P22736,0.63
Q15004,P68036,0.63
Q12905,O43663,0.63
P12931,Q8IYP9,0.63
P04271,Q8TCC3,0.63
Q7Z3C6,Q8IWZ5,0.63
P62877,P68032,0.63
Q9Y6H6,Q6NSJ2,0.63
P12956,Q92754,0.63
Q15004,P25705,0.63
Q01081,Q70Z53,0.63
Q12905,Q8WX94,0.63
P12931,Q96N77,0.63
Q6NUK1,O96008,0.63
Q7Z3C6,Q14442,0.63
P05386,P18124,0.63
P62877,Q149N8,0.63
Q15004,Q92922,0.63
Q96B02,Q86YT6,0.63
Q12905,Q15717,0.63
P12931,P78369,0.63
P31431,Q9Y2K1,0.63
P62877,Q9NQX4,0.63
Q53GG5,P08670,0.63
Q9Y3E7,Q7LBR1,0.63
Q15004,P63010,0.63
Q96B02,Q8N6Y0,0.63
P12931,Q96P20,0.63
P05067,P61353,0.63
P05386,P04637,0.63
P40855,P30304,0.63
P12956,P31314,0.63
P78560,Q9Y2D2,0.63
Q15004,Q8IUD2,0.63
O95630,P51665,0.63
Q15637,O96008,0.63
P40855,Q2TAZ0,0.63
O14936,Q99572,0.63
Q15004,Q04837,0.63
P04626,Q03001,0.63
Q14653,P31943,0.63
Q15637,Q13435,0.63
P51587,Q8N344,0.63
P06400,P20936,0.63
P40855,Q9Y3D6,0.63
P12956,P41002,0.63
Q15004,P11802,0.63
P04626,Q92482,0.63
P05067,Q99459,0.63
Q15637,O43447,0.63
P51587,Q9BRK4,0.63
P15927,Q04724,0.63
P61073,Q03135,0.63
Q15004,P28066,0.63
Q13188,P01859,0.63
P05067,Q9NQX7,0.63
Q15637,Q15323,0.63
P51587,Q9BY84,0.63
P15927,Q5RL73,0.63
P61073,Q01814,0.63
Q15004,Q14204,0.63
O95292,P56181,0.63
Q8WXE9,P05412,0.63
P05067,A0FGR8,0.63
P15927,Q16531,0.63
Q15418,P26196,0.63
Q9Y3B4,Q12906,0.63
P61073,O60645,0.63
Q15004,Q76M96,0.63
P05556,Q6NUS6,0.63
Q8WXE9,P61586,0.63
O75533,P53621,0.63
P15927,Q6NZY4,0.63
Q15418,O75534,0.63
Q9Y3B4,Q9NQC7,0.63
P61073,P08195,0.63
Q15004,Q9NPD3,0.63
O95292,Q92543,0.63
P05556,O14672,0.63
P05067,Q14847,0.63
P30281,P25445,0.63
P24928,P68104,0.63
P15927,Q9UL03,0.63
Q15418,P47914,0.63
Q9Y3B4,P01106,0.63
P61073,Q8TDW0,0.63
Q15004,Q12849,0.63
P05556,P49841,0.63
Q9UMX1,Q8TD16,0.63
Q15796,P35556,0.63
P40259,P08575,0.63
P24928,Q9UKV8,0.63
P15927,O75717,0.63
O60828,Q01844,0.63
P61073,Q5VST6,0.63
Q15004,P20930,0.63
P05556,Q15437,0.63
Q03518,P28074,0.63
P05067,Q96CV9,0.63
Q15796,O95295,0.63
Q13042,P38398,0.63
P24928,Q93074,0.63
P15927,Q96T60,0.63
Q15418,P27987,0.63
Q13029,Q9Y294,0.63
Q15004,Q9H0A0,0.63
O75554,Q9UBB9,0.63
P05556,P20338,0.63
Q03518,Q13520,0.63
Q15796,Q8TAK6,0.63
Q13042,P04908,0.63
P24928,Q8TAD8,0.63
P15927,Q8TAQ2,0.63
Q9NR28,Q9NVI7,0.63
Q15004,Q9UN86,0.63
P29083,P09874,0.63
Q03518,P52803,0.63
Q07912,P60369,0.63
Q8NHZ8,Q9NRM7,0.63
P15927,Q15393,0.63
Q9NR28,P19367,0.63
Q15004,Q9UFG5,0.63
P98170,Q5W5X9,0.63
P05107,P60410,0.63
P49848,Q96ST3,0.63
Q07912,P0DMV9,0.63
P15927,P42166,0.63
Q9NR28,Q9Y5J9,0.63
Q15004,Q14974,0.63
P53999,Q13347,0.63
Q9C0C7,Q14999,0.63
P30260,Q9H201,0.63
Q9H816,Q86UR1,0.63
Q15004,P07900,0.63
Q15796,Q9Y2X0,0.63
P30260,Q5S007,0.63
Q6NUK1,Q69YN4,0.63
Q15004,Q16629,0.63
Q6PHW0,Q00987,0.63
Q9C0C7,Q96PK6,0.63
P30260,Q9GZQ8,0.63
Q6NUK1,P48047,0.63
Q9C0C7,P52272,0.63
Q16543,P11712,0.63
Q9UMR2,Q8IXI1,0.63
Q06710,P31274,0.63
Q07666,P19438,0.63
P01137,P49862,0.63
Q9C0C7,Q13501,0.63
P84022,Q96S59,0.63
P31431,P01106,0.63
P49768,P35408,0.63
Q06710,Q86UP3,0.63
Q07955,Q9Y5J1,0.63
Q07666,Q8NFZ5,0.63
P01137,P42771,0.63
Q16543,P01023,0.63
O43172,Q15365,0.63
P49768,Q12918,0.63
Q06710,Q8IU81,0.63
Q07955,Q8NCD3,0.63
Q07666,P67809,0.63
Q9UJX6,Q3B7T1,0.63
P06748,Q12996,0.63
Q15637,Q9Y263,0.63
P06239,Q96A65,0.63
O43172,Q9BSH4,0.63
Q07955,Q92900,0.63
Q07666,Q9NPG2,0.63
P37173,P46940,0.63
Q9UJX6,Q96M89,0.63
P06748,O60518,0.63
P84022,Q5TA50,0.63
Q15637,O75694,0.63
P06239,Q7KZI7,0.63
O43172,Q92994,0.63
Q01094,Q9H2F5,0.63
Q07955,O75569,0.63
Q07666,O00487,0.63
Q9UJX6,Q14683,0.63
P06748,Q13405,0.63
P84022,Q7Z3B3,0.63
Q16543,Q9BZQ6,0.63
Q15637,Q6IQ23,0.63
P06239,Q5VUB5,0.63
P26599,O75530,0.63
P40855,Q9Y680,0.63
P13010,P25490,0.63
Q86WV6,O94826,0.63
Q9UJX6,Q8N5G2,0.63
Q15637,Q5TC82,0.63
P06239,Q9HAU0,0.63
P49768,O00217,0.63
P26599,Q93074,0.63
P52799,Q13144,0.63
P40855,Q13303,0.63
O00522,Q9HBH0,0.63
P06748,Q9BPW8,0.63
P84022,P41134,0.63
P06239,Q8IWJ2,0.63
P26599,P26368,0.63
Q92973,O95758,0.63
Q9UJX5,Q15392,0.63
P06748,P07225,0.63
Q16543,O43805,0.63
P06239,Q9NNW5,0.63
O75928,Q9P2F9,0.63
P12956,Q9BXJ9,0.63
Q92973,Q96EA4,0.63
Q9UJX4,Q15393,0.63
P06748,Q08379,0.63
Q92540,P68871,0.63
O75533,P55854,0.63
P28324,Q9HAV7,0.63
O75928,P16220,0.63
P12956,O15519,0.63
P23443,P07900,0.63
Q92973,Q9UER7,0.63
Q92540,Q2YD98,0.63
Q16543,P01106,0.63
P26599,Q14451,0.63
P50402,P15498,0.63
P12956,Q16665,0.63
Q92973,P21709,0.63
Q92540,P52756,0.63
Q16543,Q9NR77,0.63
P26599,Q92904,0.63
P50402,O95218,0.63
P12956,Q9Y2X9,0.63
Q9Y4P1,P13984,0.63
Q92540,Q9UNM6,0.63
P50750,Q15554,0.63
P17931,P55209,0.63
P50402,Q13509,0.63
P12956,O43809,0.63
Q9UQC2,Q69YU3,0.63
Q9HCJ0,Q6ZN04,0.63
Q7Z3C6,Q7Z3C6,0.63
Q92540,O60306,0.63
Q15910,O14788,0.63
P06454,P60981,0.63
P50402,Q9UJ14,0.63
P12956,Q9BYG3,0.63
P06239,Q15669,0.63
Q9HCJ0,Q92879,0.63
P55957,P04406,0.63
P50750,P11387,0.63
Q15910,Q13616,0.63
P17931,Q9P0T7,0.63
P50402,Q6ZWT7,0.63
P12956,Q5T8P6,0.63
Q9UQC2,Q96JP2,0.63
Q9NQA5,O14578,0.63
O14519,Q9UQ35,0.63
P17931,P02679,0.63
P50402,O00411,0.63
P12956,P46013,0.63
O60829,Q6P3W7,0.63
P01130,Q30KP8,0.63
Q01081,P62314,0.63
O14519,Q9H0E3,0.63
Q15910,Q9BYD2,0.63
O75533,Q96RK0,0.63
Q15691,Q12933,0.63
P50402,O14653,0.63
P06401,P06733,0.63
P12956,Q14241,0.63
O60829,O15397,0.63
Q01081,Q99728,0.63
O75533,Q9UHC7,0.63
P50402,Q96AG4,0.63
P06401,P11142,0.63
P12956,O95218,0.63
O60829,P55060,0.63
Q01081,Q15022,0.63
P51587,Q2TBE0,0.63
P06748,O95059,0.63
P41208,Q9UL42,0.63
Q96AC1,Q14258,0.63
P19634,Q9UK32,0.63
Q06609,Q9Y4L5,0.63
P50402,Q86YT6,0.63
O60829,P11142,0.63
Q01081,Q10567,0.63
P06748,Q6RFH5,0.63
Q01081,O95071,0.63
P06748,P50747,0.63
O96017,P28482,0.63
Q96AC1,O95159,0.63
P19634,P15153,0.63
Q15691,Q15398,0.63
Q06609,P68363,0.63
P50402,Q9Y2H6,0.63
O60829,P17987,0.63
P17931,O60885,0.63
Q96B02,P42330,0.63
O96017,Q13643,0.63
Q96AC1,Q9NZI8,0.63
P19634,P62330,0.63
Q15691,Q8ND56,0.63
P50402,Q9Y2K6,0.63
O60829,P84098,0.63
P17931,Q9UHD9,0.63
Q96B02,Q86UD3,0.63
P11912,P02751,0.63
Q9Y3E7,Q96G23,0.63
Q6VMQ6,P08729,0.63
P62826,P38919,0.63
P05067,P51693,0.63
O60829,P43243,0.63
Q96T88,P29372,0.63
Q9UBU9,Q14444,0.63
P02549,O43543,0.63
Q8NI22,P35573,0.63
Q15691,P24941,0.63
P11912,P49447,0.63
Q9UBU9,Q8N441,0.63
P08235,Q99615,0.63
P62826,Q15365,0.63
P04626,O95573,0.63
O60741,P17931,0.63
Q15691,P04629,0.63
Q96T88,P20700,0.63
Q9UBU9,Q15257,0.63
O14936,P14866,0.63
Q13451,P04629,0.63
Q15796,Q9HAZ2,0.63
Q8IV16,Q14703,0.63
Q15691,P26367,0.63
Q86UX7,Q8N6D5,0.63
P11912,Q6P499,0.63
Q9UBU9,Q15070,0.63
O14936,Q8N9E0,0.63
Q15796,P49840,0.63
P45985,Q96EK9,0.63
Q8IV16,Q58EX2,0.63
Q6VMQ6,O43815,0.63
O95292,P07910,0.63
Q9UBU9,O15260,0.63
Q8IV16,Q9UKP4,0.63
Q6VMQ6,P63261,0.63
O95292,P05412,0.63
P11912,O14798,0.63
Q9UBU9,Q9Y2I8,0.63
P12931,Q9BYB0,0.63
Q13451,Q9NZQ0,0.63
P62826,Q12800,0.63
Q8IV16,P06213,0.63
Q6VMQ6,P86478,0.63
O95292,Q9NY72,0.63
P11912,Q9UKU7,0.63
Q9UBU9,Q13617,0.63
P61073,Q9UNG2,0.63
P62826,P01308,0.63
Q8NI22,Q9BZV1,0.63
O95292,P84095,0.63
Q9UBU9,Q9NZ52,0.63
P12931,Q15643,0.63
Q92945,P29372,0.63
P84022,P22681,0.63
P15941,Q13021,0.63
Q16576,Q14164,0.63
O95718,P31689,0.63
Q8NI22,Q15077,0.63
Q9UBU9,Q9UPT9,0.63
Q92945,P04629,0.63
P84022,P35240,0.63
P15941,Q9Y6D0,0.63
O95718,P08195,0.63
P09429,O60684,0.63
O95292,P43307,0.63
Q9UBU9,Q6PKC3,0.63
Q9NR28,P08247,0.63
O95718,P11474,0.63
O95292,Q9NYP7,0.63
Q9UBU9,Q8IY63,0.63
Q9NR28,Q9H4P4,0.63
Q92945,O95235,0.63
P62318,Q8IYB3,0.63
Q15596,Q6P1N0,0.63
O14686,Q68G74,0.63
Q9BRG1,Q9NZD8,0.63
Q9UBU9,Q14674,0.63
Q92945,P46937,0.63
P62318,P11940,0.63
Q96FI4,P49761,0.63
Q16576,Q15029,0.63
O14686,Q9UBR4,0.63
O75554,P55899,0.63
Q9UBU9,Q9UBQ7,0.63
Q96FI4,Q4G0J3,0.63
P14921,Q96FJ2,0.63
P45985,P00533,0.63
Q9UBU9,Q9HB63,0.63
Q9UMR2,O75638,0.63
Q96FI4,Q92900,0.63
Q9UBU9,O15431,0.63
Q13188,P49721,0.63
Q9UMR2,Q9H078,0.63
P62318,P23588,0.63
Q96FI4,P51398,0.63
Q8N5Y2,P68363,0.63
Q9UBU9,Q14011,0.63
Q13188,P62258,0.63
Q9UMR2,Q86X59,0.63
Q96FI4,Q15633,0.63
Q15910,P62318,0.63
P20823,Q7Z3K3,0.63
P98170,Q8WXW3,0.63
P30260,P06733,0.63
Q9UBU9,Q14C86,0.63
Q8IV16,Q8TAC1,0.63
Q9UPR3,Q8ND56,0.63
Q96FI4,O15042,0.63
P62877,Q15022,0.63
Q15910,P60174,0.63
P52597,Q9UL25,0.63
P15941,P54315,0.63
Q9UBU9,O95363,0.63
Q9UPR3,Q9C0B0,0.63
Q96FI4,Q86VM9,0.63
Q15910,Q01469,0.63
O43172,Q8NBS9,0.63
Q16543,Q14894,0.63
Q9UBU9,P34947,0.63
Q9UMX1,Q13761,0.63
Q02413,Q6P2Q9,0.63
Q92540,O94986,0.63
Q96FI4,Q8N3Z6,0.63
Q12905,P04004,0.63
Q15596,Q8TDD2,0.63
Q01831,O15164,0.63
Q9UBU9,Q68CZ2,0.63
P29083,Q8NBB4,0.63
Q02413,P21926,0.63
P09429,Q9Y576,0.63
Q92540,Q9H267,0.63
P05067,Q8NCK7,0.63
P49768,Q8NFT8,0.63
Q12905,Q16629,0.63
Q02413,P09936,0.63
P09429,P35222,0.63
Q92540,O75179,0.63
Q15910,P18754,0.63
P49768,P13804,0.63
Q12905,P51571,0.63
O95644,Q6KC79,0.63
Q16543,Q9BQE3,0.63
P09429,Q14118,0.63
Q92540,O60506,0.63
O95644,Q01167,0.63
Q15910,Q9C037,0.63
Q12905,Q96PK6,0.63
Q07955,P34947,0.63
Q16543,Q58FF8,0.63
Q9UBU9,Q6SJ93,0.63
P53999,Q14978,0.63
P09429,Q9BUQ8,0.63
O95644,P13995,0.63
Q15910,Q12824,0.63
Q07955,Q12888,0.63
Q9UBU9,Q969M1,0.63
P09429,O95600,0.63
P09012,Q9UMS4,0.63
P15927,O94913,0.63
P05067,Q92730,0.63
Q15910,Q15059,0.63
Q12905,Q14657,0.63
P06748,Q9UKV8,0.63
Q07955,Q7Z6Z7,0.63
Q9UBU9,Q9NRR4,0.63
P01137,Q8TD06,0.63
Q01094,Q9H000,0.63
P09012,P13569,0.63
P15927,Q9BUQ8,0.63
Q13469,O14497,0.63
Q15910,Q86W34,0.63
Q12905,Q9HCS7,0.63
Q07955,Q9NQC7,0.63
Q9UBU9,Q969S0,0.63
P01137,O00571,0.63
P52799,P13473,0.63
P52597,P60520,0.63
P09012,Q9Y333,0.63
Q13469,O60341,0.63
Q15910,Q8WUD4,0.63
Q07955,P05161,0.63
Q9UBU9,Q9NRR8,0.63
P01137,P31689,0.63
P28324,Q15717,0.63
P52597,P35228,0.63
P09012,P42765,0.63
P36578,P26641,0.63
Q13469,Q8N122,0.63
P15927,P28340,0.63
Q15910,Q9NRN5,0.63
P06454,P49840,0.63
P06748,P27694,0.63
Q9UBU9,Q9NX65,0.63
P01137,P61956,0.63
P52597,O95793,0.63
Q99523,Q92731,0.63
Q13469,P49959,0.63
Q9UHB7,Q9NYB0,0.63
Q15910,Q9H4Q4,0.63
P06454,P19474,0.63
Q07955,Q96FV9,0.63
P50750,Q96RQ3,0.63
Q9UBU9,Q8IXQ3,0.63
P01137,P68366,0.63
P52597,P04629,0.63
Q99523,O60337,0.63
Q13469,Q7KZ85,0.63
P15927,Q9BXK1,0.63
Q15910,Q92625,0.63
P35236,Q86WX3,0.63
Q14653,P22314,0.63
P06748,P12644,0.63
Q07955,P82673,0.63
P50750,Q92734,0.63
Q9UBU9,Q58WW2,0.63
P01137,Q9Y2W1,0.63
Q8WYP5,Q69YN4,0.63
P36578,Q8IYB3,0.63
Q9C0C7,Q14258,0.63
Q15910,Q9UI95,0.63
P35236,Q5H9R7,0.63
P06748,P35226,0.63
P50750,O43837,0.63
Q9UBU9,O00522,0.63
P37173,Q9BUZ4,0.63
P52597,Q9UNP9,0.63
P36578,Q5C9Z4,0.63
Q9C0C7,Q5VTA0,0.63
Q15910,O43719,0.63
Q06609,Q9Y5Y6,0.63
